city;city_ascii;state_id;state_name;county_fips;county_name;lat;lng;population;density;source;military;incorporated;timezone;ranking;id
West Loch Estate;West Loch Estate;HI;Hawaii;15003;Honolulu;21,3617;-158,0246;6685;3915;shape;FALSE;TRUE;Pacific/Honolulu;2;1840039268
Contra Costa Centre;Contra Costa Centre;CA;California;06013;Contra Costa;37,926;-122,054;6667;4042;shape;FALSE;FALSE;America/Los_Angeles;2;1840028422
Cedarhurst;Cedarhurst;NY;New York;36059;Nassau;40,6252;-73,7278;6642;3800;shape;FALSE;TRUE;America/New_York;2;1840005339
Folcroft;Folcroft;PA;Pennsylvania;42045;Delaware;39,8891;-75,277;6629;2055;shape;FALSE;TRUE;America/New_York;2;1840000698
Guadalupe;Guadalupe;AZ;Arizona;04013;Maricopa;33,3665;-111,9633;6572;3156;shape;FALSE;TRUE;America/Phoenix;2;1840021948
South Monrovia Island;South Monrovia Island;CA;California;06037;Los Angeles;34,1234;-117,9958;6565;4624;shape;FALSE;TRUE;America/Los_Angeles;2;1840043043
Tuckahoe;Tuckahoe;NY;New York;36119;Westchester;40,9531;-73,823;6548;4206;shape;FALSE;TRUE;America/New_York;2;1840004946
West View;West View;PA;Pennsylvania;42003;Allegheny;40,5182;-80,0333;6547;2502;shape;FALSE;TRUE;America/New_York;2;1840001274
South Valley Stream;South Valley Stream;NY;New York;36059;Nassau;40,6558;-73,7185;6519;2893;shape;FALSE;FALSE;America/New_York;2;1840034062
Prospect Park;Prospect Park;PA;Pennsylvania;42045;Delaware;39,8859;-75,3075;6495;3427;shape;FALSE;TRUE;America/New_York;2;1840000707
Ambler;Ambler;PA;Pennsylvania;42091;Montgomery;40,1564;-75,2215;6494;2942;shape;FALSE;TRUE;America/New_York;2;1840003693
Ewa Villages;Ewa Villages;HI;Hawaii;15003;Honolulu;21,3417;-158,0389;6452;2209;shape;FALSE;FALSE;Pacific/Honolulu;2;1840029578
Bronxville;Bronxville;NY;New York;36119;Westchester;40,9395;-73,8265;6450;2560;shape;FALSE;TRUE;America/New_York;2;1840004949
Naples Manor;Naples Manor;FL;Florida;12021;Collier;26,0892;-81,7254;6391;3605;shape;FALSE;FALSE;America/New_York;2;1840014232
Kingston Estates;Kingston Estates;NJ;New Jersey;34007;Camden;39,9188;-74,9898;6335;2111;shape;FALSE;FALSE;America/New_York;2;1840033314
Castroville;Castroville;CA;California;06053;Monterey;36,7649;-121,7534;6332;2392;shape;FALSE;FALSE;America/Los_Angeles;2;1840017682
Kennett Square;Kennett Square;PA;Pennsylvania;42029;Chester;39,8438;-75,7113;6182;2240;shape;FALSE;TRUE;America/New_York;2;1840001428
Pleasure Point;Pleasure Point;CA;California;06087;Santa Cruz;36,9619;-121,9715;6173;3179;shape;FALSE;TRUE;America/Los_Angeles;2;1840074532
Binghamton University;Binghamton University;NY;New York;36007;Broome;42,0893;-75,9684;6162;3067;shape;FALSE;TRUE;America/New_York;2;1840043235
Larchmont;Larchmont;NY;New York;36119;Westchester;40,9258;-73,7531;6159;2170;shape;FALSE;TRUE;America/New_York;2;1840004934
Holtville;Holtville;CA;California;06025;Imperial;32,8129;-115,3779;6129;2051;shape;FALSE;TRUE;America/Los_Angeles;2;1840020631
Saranap;Saranap;CA;California;06013;Contra Costa;37,8878;-122,076;6027;2050;shape;FALSE;FALSE;America/Los_Angeles;2;1840024710
District Heights;District Heights;MD;Maryland;24033;Prince George's;38,8588;-76,8885;5996;2676;shape;FALSE;TRUE;America/New_York;2;1840005972
Shaw Heights;Shaw Heights;CO;Colorado;08001;Adams;39,8566;-105,0391;5987;3299;shape;FALSE;FALSE;America/Denver;2;1840028586
Forest Glen;Forest Glen;MD;Maryland;24031;Montgomery;39,019;-77,0447;5957;2293;shape;FALSE;FALSE;America/New_York;2;1840005824
Norwood;Norwood;PA;Pennsylvania;42045;Delaware;39,8864;-75,2964;5957;2956;shape;FALSE;TRUE;America/New_York;2;1840000705
McKees Rocks;McKees Rocks;PA;Pennsylvania;42003;Allegheny;40,4688;-80,063;5892;2154;shape;FALSE;TRUE;America/New_York;2;1840001244
Jamesburg;Jamesburg;NJ;New Jersey;34023;Middlesex;40,3493;-74,4399;5876;2571;shape;FALSE;TRUE;America/New_York;2;1840003637
Naguabo;Naguabo;PR;Puerto Rico;72103;Naguabo;18,2117;-65,737;5859;3605;shape;FALSE;FALSE;America/Puerto_Rico;2;1630035528
Prospect Park;Prospect Park;NJ;New Jersey;34031;Passaic;40,938;-74,1736;5853;4857;shape;FALSE;TRUE;America/New_York;2;1840000834
South Highpoint;South Highpoint;FL;Florida;12103;Pinellas;27,9086;-82,7162;5844;2615;shape;FALSE;FALSE;America/New_York;2;1840029006
Bay Harbor Islands;Bay Harbor Islands;FL;Florida;12086;Miami-Dade;25,8877;-80,1334;5832;5680;shape;FALSE;TRUE;America/New_York;2;1840016005
Elsmere;Elsmere;DE;Delaware;10003;New Castle;39,7384;-75,5946;5814;2275;shape;FALSE;TRUE;America/New_York;2;1840005574
White City;White City;UT;Utah;49035;Salt Lake;40,5666;-111,8636;5792;2566;shape;FALSE;TRUE;America/Denver;2;1840037177
Bellevue;Bellevue;KY;Kentucky;21037;Campbell;39,1012;-84,4775;5786;2467;shape;FALSE;TRUE;America/New_York;2;1840013164
Plymouth;Plymouth;PA;Pennsylvania;42079;Luzerne;41,2404;-75,9507;5780;2079;shape;FALSE;TRUE;America/New_York;2;1840000767
Santa Isabel;Santa Isabel;PR;Puerto Rico;72133;Santa Isabel;17,9691;-66,4051;5779;2184;shape;FALSE;FALSE;America/Puerto_Rico;2;1630023545
Fruitridge Pocket;Fruitridge Pocket;CA;California;06067;Sacramento;38,5326;-121,4558;5771;3766;shape;FALSE;TRUE;America/Los_Angeles;2;1840075898
Penn Wynne;Penn Wynne;PA;Pennsylvania;42091;Montgomery;39,9867;-75,2715;5769;2095;shape;FALSE;FALSE;America/New_York;2;1840035305
New Brighton;New Brighton;PA;Pennsylvania;42007;Beaver;40,7355;-80,309;5731;2144;shape;FALSE;TRUE;America/New_York;2;1840001026
Lewisburg;Lewisburg;PA;Pennsylvania;42119;Union;40,9641;-76,8901;5730;2273;shape;FALSE;TRUE;America/New_York;2;1840003531
Lakeview;Lakeview;NY;New York;36059;Nassau;40,6775;-73,6493;5727;2209;shape;FALSE;FALSE;America/New_York;2;1840005269
Cameron Park;Cameron Park;TX;Texas;48061;Cameron;25,9706;-97,4775;5716;4046;shape;FALSE;FALSE;America/Chicago;2;1840037105
Savannah;Savannah;TX;Texas;48121;Denton;33,2257;-96,9081;5708;2271;shape;FALSE;TRUE;America/Chicago;2;1840041547
Palm Springs North;Palm Springs North;FL;Florida;12086;Miami-Dade;25,9351;-80,3339;5694;2763;shape;FALSE;FALSE;America/New_York;2;1840047821
South Tucson;South Tucson;AZ;Arizona;04019;Pima;32,1955;-110,9692;5692;2140;shape;FALSE;TRUE;America/Phoenix;2;1840022100
Mayflower Village;Mayflower Village;CA;California;06037;Los Angeles;34,116;-118,0096;5687;3200;shape;FALSE;FALSE;America/Los_Angeles;2;1840028387
Sharon Hill;Sharon Hill;PA;Pennsylvania;42045;Delaware;39,9075;-75,2679;5680;2841;shape;FALSE;TRUE;America/New_York;2;1840000711
Vauxhall;Vauxhall;NJ;New Jersey;34039;Union;40,7174;-74,2838;5677;3723;shape;FALSE;FALSE;America/New_York;2;1840081470
Mount Carmel;Mount Carmel;PA;Pennsylvania;42097;Northumberland;40,7959;-76,4119;5672;3310;shape;FALSE;TRUE;America/New_York;2;1840000846
Surfside;Surfside;FL;Florida;12086;Miami-Dade;25,8787;-80,125;5665;3924;shape;FALSE;TRUE;America/New_York;2;1840017278
Media;Media;PA;Pennsylvania;42045;Delaware;39,9199;-75,3889;5658;2864;shape;FALSE;TRUE;America/New_York;2;1840000702
Belmar;Belmar;NJ;New Jersey;34025;Monmouth;40,1798;-74,0255;5613;2073;shape;FALSE;TRUE;America/New_York;2;1840001355
Bryn Mawr;Bryn Mawr;PA;Pennsylvania;42091;Montgomery;40,0208;-75,3161;5611;2263;shape;FALSE;FALSE;America/New_York;2;1840005456
Naval Academy;Naval Academy;MD;Maryland;24003;Anne Arundel;38,9858;-76,488;5609;4051;shape;TRUE;TRUE;America/New_York;2;1840073633
Deer Park;Deer Park;OH;Ohio;39061;Hamilton;39,2039;-84,3978;5561;2515;shape;FALSE;TRUE;America/New_York;2;1840003815
Waipio Acres;Waipio Acres;HI;Hawaii;15003;Honolulu;21,4688;-158,0173;5556;2189;shape;FALSE;FALSE;Pacific/Honolulu;2;1840029562
Twin Lakes;Twin Lakes;CA;California;06087;Santa Cruz;36,9646;-121,9896;5546;3098;shape;FALSE;FALSE;America/Los_Angeles;2;1840028200
Peñuelas;Penuelas;PR;Puerto Rico;72111;Peñuelas;18,0595;-66,7206;5489;2198;shape;FALSE;FALSE;America/Puerto_Rico;2;1630023556
Edgewater;Edgewater;CO;Colorado;08059;Jefferson;39,7508;-105,0627;5410;3007;shape;FALSE;TRUE;America/Denver;2;1840020196
Pennside;Pennside;PA;Pennsylvania;42011;Berks;40,3384;-75,8764;5381;2048;shape;FALSE;FALSE;America/New_York;2;1840035147
Kaser;Kaser;NY;New York;36087;Rockland;41,1214;-74,0684;5367;6246;shape;FALSE;TRUE;America/New_York;2;1840004977
Marlene Village;Marlene Village;OR;Oregon;41067;Washington;45,5173;-122,8199;5356;2258;shape;FALSE;FALSE;America/Los_Angeles;2;1840097733
Shillington;Shillington;PA;Pennsylvania;42011;Berks;40,3029;-75,967;5306;2050;shape;FALSE;TRUE;America/New_York;2;1840001188
Highwood;Highwood;IL;Illinois;17097;Lake;42,206;-87,8128;5293;2835;shape;FALSE;TRUE;America/Chicago;2;1840006974
Glasgow Village;Glasgow Village;MO;Missouri;29189;St. Louis;38,7578;-90,1984;5285;2123;shape;FALSE;FALSE;America/Chicago;2;1840006118
Añasco;Anasco;PR;Puerto Rico;72011;Añasco;18,2861;-67,1409;5220;2418;shape;FALSE;FALSE;America/Puerto_Rico;2;1630023590
Benton Park;Benton Park;CA;California;06029;Kern;35,3463;-119,0297;5212;2683;shape;FALSE;FALSE;America/Los_Angeles;2;1840149289
Glendale;Glendale;CO;Colorado;08005;Arapahoe;39,7036;-104,9352;5186;3524;shape;FALSE;TRUE;America/Denver;2;1840028450
Kensington;Kensington;CA;California;06013;Contra Costa;37,9083;-122,2805;5171;2071;shape;FALSE;FALSE;America/Los_Angeles;2;1840017613
Turtle Creek;Turtle Creek;PA;Pennsylvania;42003;Allegheny;40,4085;-79,8214;5161;2047;shape;FALSE;TRUE;America/New_York;2;1840001267
Ampere North;Ampere North;NJ;New Jersey;34013;Essex;40,7758;-74,1918;5145;3282,1;shape;FALSE;FALSE;America/New_York;2;1840153051
Kenneth City;Kenneth City;FL;Florida;12103;Pinellas;27,8156;-82,7162;5119;2769;shape;FALSE;TRUE;America/New_York;2;1840017244
South Pasadena;South Pasadena;FL;Florida;12103;Pinellas;27,7526;-82,7394;5090;3221;shape;FALSE;TRUE;America/New_York;2;1840015979
Mechanicville;Mechanicville;NY;New York;36091;Saratoga;42,9036;-73,6894;5077;2336;shape;FALSE;TRUE;America/New_York;2;1840000368
Mattawa;Mattawa;WA;Washington;53025;Grant;46,737;-119,9043;5040;2110;shape;FALSE;TRUE;America/Los_Angeles;2;1840022292
Salinas;Salinas;PR;Puerto Rico;72123;Salinas;17,9778;-66,2962;5037;2487;shape;FALSE;FALSE;America/Puerto_Rico;2;1630035570
Bret Harte;Bret Harte;CA;California;06099;Stanislaus;37,6021;-121,0045;5020;3522;shape;FALSE;TRUE;America/Los_Angeles;2;1840036997
Iroquois Point;Iroquois Point;HI;Hawaii;15003;Honolulu;21,3218;-157,9803;4968;2359;shape;TRUE;TRUE;Pacific/Honolulu;2;1840029590
Albertson;Albertson;NY;New York;36059;Nassau;40,7715;-73,6482;4930;2803;shape;FALSE;FALSE;America/New_York;2;1840005227
Tara Hills;Tara Hills;CA;California;06013;Contra Costa;37,9939;-122,3188;4915;2845;shape;FALSE;FALSE;America/Los_Angeles;2;1840028315
Meadows Place;Meadows Place;TX;Texas;48157;Fort Bend;29,6513;-95,5874;4899;2026;shape;FALSE;TRUE;America/Chicago;2;1840020949
Mayfair;Mayfair;CA;California;06019;Fresno;36,7694;-119,7612;4878;3633;shape;FALSE;TRUE;America/Los_Angeles;2;1840075970
Peppermill Village;Peppermill Village;MD;Maryland;24033;Prince George's;38,8939;-76,8878;4861;2504;shape;FALSE;FALSE;America/New_York;2;1840031500
Byram;Byram;CT;Connecticut;09001;Fairfield;41,0011;-73,6528;4855;2369;shape;FALSE;FALSE;America/New_York;2;1840026280
Arnold;Arnold;PA;Pennsylvania;42129;Westmoreland;40,5788;-79,7655;4852;2559;shape;FALSE;TRUE;America/New_York;2;1840003624
Stone Park;Stone Park;IL;Illinois;17031;Cook;41,9033;-87,8805;4842;3725,7;shape;FALSE;TRUE;America/Chicago;2;1840011327
Island Park;Island Park;NY;New York;36059;Nassau;40,6051;-73,6553;4835;4197;shape;FALSE;TRUE;America/New_York;2;1840005297
Penns Grove;Penns Grove;NJ;New Jersey;34033;Salem;39,7275;-75,4691;4793;2073;shape;FALSE;TRUE;America/New_York;2;1840001530
Pacheco;Pacheco;CA;California;06013;Contra Costa;37,9878;-122,07;4775;2454;shape;FALSE;FALSE;America/Los_Angeles;2;1840018898
West Pittston;West Pittston;PA;Pennsylvania;42079;Luzerne;41,3296;-75,8;4764;2244;shape;FALSE;TRUE;America/New_York;2;1840000774
Royersford;Royersford;PA;Pennsylvania;42091;Montgomery;40,1862;-75,5382;4760;2335;shape;FALSE;TRUE;America/New_York;2;1840001376
Seat Pleasant;Seat Pleasant;MD;Maryland;24033;Prince George's;38,8952;-76,9016;4753;2472;shape;FALSE;TRUE;America/New_York;2;1840005979
Highlands;Highlands;NJ;New Jersey;34025;Monmouth;40,4036;-73,9898;4746;2475;shape;FALSE;TRUE;America/New_York;2;1840003688
Ellisburg;Ellisburg;NJ;New Jersey;34007;Camden;39,9199;-75,0093;4722;2014;shape;FALSE;FALSE;America/New_York;2;1840033268
Fountain Hill;Fountain Hill;PA;Pennsylvania;42077;Lehigh;40,6029;-75,3961;4693;2464;shape;FALSE;TRUE;America/New_York;2;1840001049
Stock Island;Stock Island;FL;Florida;12087;Monroe;24,5658;-81,7351;4692;2165;shape;FALSE;FALSE;America/New_York;2;1840029082
Rio Bravo;Rio Bravo;TX;Texas;48479;Webb;27,3648;-99,482;4686;2784;shape;FALSE;TRUE;America/Chicago;2;1840021001
Bethel Manor;Bethel Manor;VA;Virginia;51199;York;37,0972;-76,4243;4666;3567;shape;TRUE;TRUE;America/New_York;2;1840043173
Neptune City;Neptune City;NJ;New Jersey;34025;Monmouth;40,2005;-74,0333;4654;2005;shape;FALSE;TRUE;America/New_York;2;1840003677
West York;West York;PA;Pennsylvania;42133;York;39,9534;-76,761;4636;3408;shape;FALSE;TRUE;America/New_York;2;1840001467
Mount Ephraim;Mount Ephraim;NJ;New Jersey;34007;Camden;39,8805;-75,0918;4591;2005;shape;FALSE;TRUE;America/New_York;2;1840003772
Breckenridge Hills;Breckenridge Hills;MO;Missouri;29189;St. Louis;38,7158;-90,3684;4590;2212;shape;FALSE;TRUE;America/Chicago;2;1840006127
Pine Manor;Pine Manor;FL;Florida;12071;Lee;26,573;-81,8774;4582;3828;shape;FALSE;FALSE;America/New_York;2;1840028755
Friendship Heights Village;Friendship Heights Village;MD;Maryland;24031;Montgomery;38,9633;-77,0898;4577;7695;shape;FALSE;TRUE;America/New_York;2;1840073677
Bridgeport;Bridgeport;PA;Pennsylvania;42091;Montgomery;40,1042;-75,3437;4576;2680;shape;FALSE;TRUE;America/New_York;2;1840003694
Avalon;Avalon;PA;Pennsylvania;42003;Allegheny;40,5011;-80,068;4558;2853;shape;FALSE;TRUE;America/New_York;2;1840001200
Daytona Beach Shores;Daytona Beach Shores;FL;Florida;12127;Volusia;29,1696;-80,9796;4552;2067;shape;FALSE;TRUE;America/New_York;2;1840015069
South Bound Brook;South Bound Brook;NJ;New Jersey;34035;Somerset;40,5535;-74,5277;4541;2719;shape;FALSE;TRUE;America/New_York;2;1840001057
Comerío;Comerio;PR;Puerto Rico;72045;Comerío;18,22;-66,2246;4512;3870;shape;FALSE;FALSE;America/Puerto_Rico;2;1630023541
Capitol Heights;Capitol Heights;MD;Maryland;24033;Prince George's;38,8765;-76,9075;4505;2227;shape;FALSE;TRUE;America/New_York;2;1840005983
Jenkintown;Jenkintown;PA;Pennsylvania;42091;Montgomery;40,0962;-75,1296;4418;2948;shape;FALSE;TRUE;America/New_York;2;1840003702
Esperance;Esperance;WA;Washington;53061;Snohomish;47,7937;-122,3469;4410;2351;shape;FALSE;FALSE;America/Los_Angeles;2;1840037867
Metzger;Metzger;OR;Oregon;41067;Washington;45,4493;-122,7621;4402;2236;shape;FALSE;FALSE;America/Los_Angeles;2;1840018553
Adjuntas;Adjuntas;PR;Puerto Rico;72001;Adjuntas;18,1638;-66,7235;4360;2246;shape;FALSE;FALSE;America/Puerto_Rico;2;1630035603
King City;King City;OR;Oregon;41067;Washington;45,4012;-122,8069;4345;2068;shape;FALSE;TRUE;America/Los_Angeles;2;1840019934
Garwood;Garwood;NJ;New Jersey;34039;Union;40,6513;-74,3231;4341;2577;shape;FALSE;TRUE;America/New_York;2;1840003615
Loch Lomond;Loch Lomond;VA;Virginia;51153;Prince William;38,7812;-77,4817;4325;2323;shape;FALSE;FALSE;America/New_York;2;1840006101
University Gardens;University Gardens;NY;New York;36059;Nassau;40,7752;-73,7281;4310;3133;shape;FALSE;FALSE;America/New_York;2;1840005280
Narberth;Narberth;PA;Pennsylvania;42091;Montgomery;40,0077;-75,2634;4304;3304;shape;FALSE;TRUE;America/New_York;2;1840003704
West Reading;West Reading;PA;Pennsylvania;42011;Berks;40,3337;-75,947;4293;2788;shape;FALSE;TRUE;America/New_York;2;1840001194
Garden City South;Garden City South;NY;New York;36059;Nassau;40,712;-73,6607;4254;4118;shape;FALSE;FALSE;America/New_York;2;1840005258
Tarpey Village;Tarpey Village;CA;California;06019;Fresno;36,7941;-119,7012;4222;2066;shape;FALSE;FALSE;America/Los_Angeles;2;1840024782
Hometown;Hometown;IL;Illinois;17031;Cook;41,7312;-87,7311;4216;3399;shape;FALSE;TRUE;America/Chicago;2;1840007031
Cockrell Hill;Cockrell Hill;TX;Texas;48113;Dallas;32,7382;-96,8885;4200;2786;shape;FALSE;TRUE;America/Chicago;2;1840019434
Bradley Beach;Bradley Beach;NJ;New Jersey;34025;Monmouth;40,2018;-74,0128;4175;2640;shape;FALSE;TRUE;America/New_York;2;1840001356
Minersville;Minersville;PA;Pennsylvania;42107;Schuylkill;40,6908;-76,2594;4174;2453;shape;FALSE;TRUE;America/New_York;2;1840002766
Lake Sarasota;Lake Sarasota;FL;Florida;12115;Sarasota;27,2948;-82,4323;4148;2392;shape;FALSE;FALSE;America/New_York;2;1840029050
Aldan;Aldan;PA;Pennsylvania;42045;Delaware;39,9224;-75,2881;4146;2682;shape;FALSE;TRUE;America/New_York;2;1840000688
Broadmoor;Broadmoor;CA;California;06081;San Mateo;37,6916;-122,4814;4140;3700;shape;FALSE;FALSE;America/Los_Angeles;2;1840017623
Northwoods;Northwoods;MO;Missouri;29189;St. Louis;38,7035;-90,2824;4099;2265;shape;FALSE;TRUE;America/Chicago;2;1840008593
Boyertown;Boyertown;PA;Pennsylvania;42011;Berks;40,3322;-75,6375;4061;2027;shape;FALSE;TRUE;America/New_York;2;1840001173
San Castle;San Castle;FL;Florida;12099;Palm Beach;26,5652;-80,0611;4061;3730;shape;FALSE;TRUE;America/New_York;2;1840042878
Singac;Singac;NJ;New Jersey;34031;Passaic;40,8849;-74,2431;4054;3407;shape;FALSE;FALSE;America/New_York;2;1840033411
Woodson Terrace;Woodson Terrace;MO;Missouri;29189;St. Louis;38,7286;-90,36;4044;2019;shape;FALSE;TRUE;America/Chicago;2;1840010748
Herricks;Herricks;NY;New York;36059;Nassau;40,7567;-73,6635;4032;2717;shape;FALSE;FALSE;America/New_York;2;1840005264
Oak Valley;Oak Valley;NJ;New Jersey;34015;Gloucester;39,8055;-75,1589;4018;2224;shape;FALSE;FALSE;America/New_York;2;1840033371
Santa Bárbara;Santa Barbara;PR;Puerto Rico;72029;Canóvanas;18,3954;-65,9172;4005;2335;shape;FALSE;FALSE;America/Puerto_Rico;2;1630023714
Lincoln Village;Lincoln Village;CA;California;06077;San Joaquin;38,0054;-121,334;3991;2096;shape;FALSE;FALSE;America/Los_Angeles;2;1840028163
Toa Alta;Toa Alta;PR;Puerto Rico;72135;Toa Alta;18,3879;-66,2508;3976;2187;shape;FALSE;FALSE;America/Puerto_Rico;2;1630023642
Silver Lake;Silver Lake;NJ;New Jersey;34013;Essex;40,7804;-74,1829;3970;7979,2;shape;FALSE;TRUE;America/New_York;2;1840042853
Coronita;Coronita;CA;California;06065;Riverside;33,876;-117,6109;3968;2544;shape;FALSE;TRUE;America/Los_Angeles;2;1840075705
Mahanoy City;Mahanoy City;PA;Pennsylvania;42107;Schuylkill;40,8126;-76,1382;3963;3001;shape;FALSE;TRUE;America/New_York;2;1840002763
Oaklyn;Oaklyn;NJ;New Jersey;34007;Camden;39,9023;-75,0813;3961;2438;shape;FALSE;TRUE;America/New_York;2;1840001515
Campanilla;Campanilla;PR;Puerto Rico;72137;Toa Baja;18,4225;-66,2391;3912;2891;shape;FALSE;FALSE;America/Puerto_Rico;2;1630035630
Highland Beach;Highland Beach;FL;Florida;12099;Palm Beach;26,4087;-80,0661;3907;2810;shape;FALSE;TRUE;America/New_York;2;1840015995
Kutztown University;Kutztown University;PA;Pennsylvania;42011;Berks;40,5103;-75,7851;3898;3416;shape;FALSE;TRUE;America/New_York;2;1840043333
The College of New Jersey;The College of New Jersey;NJ;New Jersey;34021;Mercer;40,2689;-74,7764;3864;3487;shape;FALSE;FALSE;America/New_York;2;1840143267
Lake Park;Lake Park;NC;North Carolina;37179;Union;35,0849;-80,6349;3851;2023;shape;FALSE;TRUE;America/New_York;2;1840017879
Avenue B and C;Avenue B and C;AZ;Arizona;04027;Yuma;32,7192;-114,6598;3847;2019;shape;FALSE;TRUE;America/Phoenix;2;1840075233
Manhasset Hills;Manhasset Hills;NY;New York;36059;Nassau;40,7592;-73,6809;3808;2486;shape;FALSE;FALSE;America/New_York;2;1840034055
Guayanilla;Guayanilla;PR;Puerto Rico;72059;Guayanilla;18,0222;-66,7898;3783;2064;shape;FALSE;FALSE;America/Puerto_Rico;2;1630023620
Bystrom;Bystrom;CA;California;06099;Stanislaus;37,6198;-120,9813;3763;2671;shape;FALSE;FALSE;America/Los_Angeles;2;1840028337
University;University;MS;Mississippi;28071;Lafayette;34,3655;-89,5379;3749;2055;shape;FALSE;FALSE;America/Chicago;2;1840032487
Warminster Heights;Warminster Heights;PA;Pennsylvania;42017;Bucks;40,1884;-75,0841;3726;2282;shape;FALSE;FALSE;America/New_York;2;1840035296
West Menlo Park;West Menlo Park;CA;California;06081;San Mateo;37,4339;-122,2034;3720;2961;shape;FALSE;FALSE;America/Los_Angeles;2;1840028407
North El Monte;North El Monte;CA;California;06037;Los Angeles;34,1029;-118,0239;3709;3366;shape;FALSE;FALSE;America/Los_Angeles;2;1840028391
Merchantville;Merchantville;NJ;New Jersey;34007;Camden;39,9502;-75,0504;3702;2408;shape;FALSE;TRUE;America/New_York;2;1840003770
Millvale;Millvale;PA;Pennsylvania;42003;Allegheny;40,4818;-79,9736;3686;2300;shape;FALSE;TRUE;America/New_York;2;1840001245
Watergate;Watergate;FL;Florida;12099;Palm Beach;26,3359;-80,2125;3658;3457;shape;FALSE;TRUE;America/New_York;2;1840042907
SUNY Oswego;SUNY Oswego;NY;New York;36075;Oswego;43,4515;-76,5439;3656;4503,3;shape;FALSE;TRUE;America/New_York;2;1840043282
Frackville;Frackville;PA;Pennsylvania;42107;Schuylkill;40,7833;-76,2329;3632;2358;shape;FALSE;TRUE;America/New_York;2;1840002758
Rollingwood;Rollingwood;CA;California;06013;Contra Costa;37,9654;-122,3306;3612;3192,2;shape;FALSE;FALSE;America/Los_Angeles;2;1840028352
Imbéry;Imbery;PR;Puerto Rico;72017;Barceloneta;18,4371;-66,5566;3612;2155;shape;FALSE;FALSE;America/Puerto_Rico;2;1630035464
Pine Lawn;Pine Lawn;MO;Missouri;29189;St. Louis;38,6953;-90,2757;3604;2262;shape;FALSE;TRUE;America/Chicago;2;1840009768
Kennesaw State University;Kennesaw State University;GA;Georgia;13067;Cobb;34,0379;-84,5826;3568;3513;shape;FALSE;FALSE;America/New_York;2;1840143246
Golf Manor;Golf Manor;OH;Ohio;39061;Hamilton;39,1878;-84,4469;3566;2389;shape;FALSE;TRUE;America/New_York;2;1840003820
Rexland Acres;Rexland Acres;CA;California;06029;Kern;35,3051;-118,997;3487;2590;shape;FALSE;FALSE;America/Los_Angeles;2;1840147392
Celada;Celada;PR;Puerto Rico;72063;Gurabo;18,2667;-65,9621;3483;2011;shape;FALSE;FALSE;America/Puerto_Rico;2;1630023584
Old Stine;Old Stine;CA;California;06029;Kern;35,3478;-119,047;3477;2176;shape;FALSE;FALSE;America/Los_Angeles;2;1840147390
Linwood;Linwood;PA;Pennsylvania;42045;Delaware;39,8254;-75,4253;3473;2064;shape;FALSE;FALSE;America/New_York;2;1840035067
East Richmond Heights;East Richmond Heights;CA;California;06013;Contra Costa;37,945;-122,314;3473;2312;shape;FALSE;FALSE;America/Los_Angeles;2;1840028372
Rochester;Rochester;PA;Pennsylvania;42007;Beaver;40,7025;-80,2838;3468;2276;shape;FALSE;TRUE;America/New_York;2;1840001008
Brentwood;Brentwood;MD;Maryland;24033;Prince George's;38,9439;-76,9571;3443;2793,1;shape;FALSE;TRUE;America/New_York;2;1840005982
South Nyack;South Nyack;NY;New York;36087;Rockland;41,0797;-73,9127;3359;2148;shape;FALSE;TRUE;America/New_York;2;1840004985
Oaklawn-Sunview;Oaklawn-Sunview;KS;Kansas;20173;Sedgwick;37,6084;-97,2984;3354;2412;shape;FALSE;TRUE;America/Chicago;2;1840035328
Sharpsburg;Sharpsburg;PA;Pennsylvania;42003;Allegheny;40,494;-79,9249;3347;2675;shape;FALSE;TRUE;America/New_York;2;1840001262
Keego Harbor;Keego Harbor;MI;Michigan;26125;Oakland;42,6088;-83,3442;3323;2589;shape;FALSE;TRUE;America/Detroit;2;1840002446
Mount Oliver;Mount Oliver;PA;Pennsylvania;42003;Allegheny;40,4113;-79,9856;3304;4251,8;shape;FALSE;TRUE;America/New_York;2;1840001246
Hartford;Hartford;SD;South Dakota;46099;Minnehaha;43,621;-96,9424;3300;479;shape;FALSE;TRUE;America/Chicago;2;1840002653
Cabán;Caban;PR;Puerto Rico;72005;Aguadilla;18,445;-67,1363;3282;2795;shape;FALSE;FALSE;America/Puerto_Rico;2;1630035478
North Wales;North Wales;PA;Pennsylvania;42091;Montgomery;40,2111;-75,2745;3271;2150;shape;FALSE;TRUE;America/New_York;2;1840001371
Desert View Highlands;Desert View Highlands;CA;California;06037;Los Angeles;34,5903;-118,1535;3259;2853;shape;FALSE;FALSE;America/Los_Angeles;2;1840028320
Ingram;Ingram;PA;Pennsylvania;42003;Allegheny;40,4447;-80,0685;3210;2858;shape;FALSE;TRUE;America/New_York;2;1840001239
Loíza;Loiza;PR;Puerto Rico;72087;Loíza;18,4309;-65,8801;3209;2399;shape;FALSE;FALSE;America/Puerto_Rico;2;1630035508
Coplay;Coplay;PA;Pennsylvania;42077;Lehigh;40,671;-75,4961;3204;2026;shape;FALSE;TRUE;America/New_York;2;1840001047
Casa Conejo;Casa Conejo;CA;California;06111;Ventura;34,1848;-118,9445;3184;2606;shape;FALSE;FALSE;America/Los_Angeles;2;1840017912
